city,zip,airbnb_count,avg_airbnb_price,entire_home_ratio,avg_review_score,avg_accommodates
Los Angeles,91803,235,152.9531914893617,0.6468085106382979,4.801601941747573,4.578723404255319
Los Angeles,92397,6,421.8333333333333,0.8333333333333334,3.956666666666667,8.0
Los Angeles,93243,5,136.8,1.0,4.88,4.0
Los Angeles,93510,16,260.0625,0.8125,4.886,4.4375
Los Angeles,93532,11,181.36363636363637,1.0,4.931111111111111,3.8181818181818183
Los Angeles,93534,65,107.01538461538462,0.7692307692307693,4.699148936170213,4.061538461538461
Los Angeles,93535,104,108.39423076923077,0.4519230769230769,4.771860465116279,3.6538461538461537
Los Angeles,93536,236,111.72033898305085,0.5042372881355932,4.859947916666667,3.9237288135593222
Los Angeles,93543,7,85.0,1.0,4.95,2.0
Los Angeles,93544,7,142.71428571428572,1.0,4.9925,8.285714285714286
Los Angeles,93550,68,178.4558823529412,0.5441176470588235,4.6665909090909095,3.9411764705882355
Los Angeles,93551,178,143.58988764044943,0.6123595505617978,4.825035971223021,4.46067415730337
Los Angeles,93552,27,103.11111111111111,0.37037037037037035,4.842631578947369,4.444444444444445
Los Angeles,93553,2,238.5,1.0,5.0,12.0
Los Angeles,93563,4,318.5,0.25,4.805,2.5
Los Angeles,93591,4,207.25,1.0,4.833333333333333,9.5
San Diego,91902,4,377.75,0.75,4.953333333333333,7.75
San Diego,91910,132,203.49242424242425,0.7878787878787878,4.851794871794872,5.46969696969697
San Diego,91911,70,167.47142857142856,0.7285714285714285,4.874426229508196,5.4714285714285715
San Diego,91913,39,156.71794871794873,0.4358974358974359,4.883571428571429,3.6153846153846154
San Diego,91914,10,337.8,0.9,4.925,5.4
San Diego,91915,26,189.73076923076923,0.6153846153846154,4.837000000000001,4.653846153846154
San Diego,91977,1,276.0,1.0,4.73,16.0
San Diego,92014,64,387.296875,0.890625,4.901578947368421,5.5625
San Diego,92025,3,61.333333333333336,0.0,4.886666666666667,4.333333333333333
San Diego,92037,881,1607.7468785471056,0.8910329171396141,4.844187582562748,5.909194097616345
San Diego,92067,1,429.0,1.0,5.0,6.0
San Diego,92071,1,810.0,1.0,,10.0
San Diego,92075,2,663.5,1.0,4.965,9.0
San Diego,92092,1,72.0,0.0,4.5,1.0
San Diego,92093,1,145.0,0.0,4.71,2.0
San Diego,92101,1632,925.3425245098039,0.8302696078431373,4.732821576763485,4.0318627450980395
San Diego,92102,495,216.3272727272727,0.9131313131313131,4.803886363636364,5.428282828282828
San Diego,92103,617,218.53322528363046,0.9059967585089141,4.85812854442344,4.649918962722852
San Diego,92104,538,161.66914498141264,0.9386617100371747,4.868240343347639,4.022304832713755
San Diego,92105,211,136.17061611374407,0.8957345971563981,4.827456647398844,4.601895734597156
San Diego,92106,198,284.27272727272725,0.8585858585858586,4.849122807017544,5.358585858585859
San Diego,92107,793,237.0655737704918,0.9369482976040353,4.840682730923695,5.003783102143758
San Diego,92108,146,830.1575342465753,0.6712328767123288,4.708630136986302,3.356164383561644
San Diego,92109,2501,686.43862455018,0.9488204718112755,4.818685840707964,6.214714114354258
San Diego,92110,322,246.7826086956522,0.8695652173913043,4.836277372262774,5.341614906832298
San Diego,92111,194,181.06701030927834,0.7164948453608248,4.85006329113924,5.123711340206185
San Diego,92113,161,163.7391304347826,0.84472049689441,4.778881578947368,4.968944099378882
San Diego,92114,135,168.77777777777777,0.7333333333333333,4.832372881355933,5.548148148148148
San Diego,92115,221,159.1266968325792,0.7828054298642534,4.855638297872341,4.583710407239819
San Diego,92116,315,162.6984126984127,0.9301587301587302,4.879607142857143,4.041269841269841
San Diego,92117,409,202.4229828850856,0.7603911980440098,4.857945205479452,4.987775061124695
San Diego,92119,51,216.23529411764707,0.8431372549019608,4.901463414634146,5.980392156862745
San Diego,92120,117,237.95726495726495,0.7606837606837606,4.873980582524272,5.9743589743589745
San Diego,92121,15,3569.3333333333335,0.7333333333333333,4.938571428571429,4.866666666666666
San Diego,92122,116,193.1206896551724,0.7758620689655172,4.850980392156863,4.5
San Diego,92123,149,187.39597315436242,0.7583892617449665,4.66375,4.76510067114094
San Diego,92124,22,204.6818181818182,0.6363636363636364,4.678823529411765,5.409090909090909
San Diego,92126,188,154.91489361702128,0.5319148936170213,4.878647058823529,4.867021276595745
